Unnamed: 0;C.P.;Dirección;Horario;Latitud;Localidad;Longitud (WGS84);Margen;Municipio;Precio Biodiesel;Precio Bioetanol;Precio Gas Natural Comprimido;Precio Gas Natural Licuado;Precio Gases licuados del petróleo;Precio Gasoleo A;Precio Gasoleo B;Precio Gasoleo Premium;Precio Gasolina 95 E10;Precio Gasolina 95 E5;Precio Gasolina 95 E5 Premium;Precio Gasolina 98 E10;Precio Gasolina 98 E5;Precio Hidrogeno;Provincia;Remisión;Rótulo;Tipo Venta;% BioEtanol;% Éster metílico;IDEESS;IDMunicipio;IDProvincia;IDCCAA;Isla;IdIsla
9336;38550;CARRETERA CARRETERA GENERAL KM.;"L-S: 06:00-21:00; D: 07:00-15:00";28,335528;ARAFO;-16,393139;D;Arafo;;;;;;1,249;;;;1,259;;;1,309;;SANTA CRUZ DE TENERIFE;dm;ESTACIÓN DE SERVICIO LA HIDALGA;P;0;0;10635;5694;38;5;Tenerife;2
9337;38550;CARRETERA ARAFO LA HIDALGA TF-281 KM. 1;L-D: 24H;28,328306;LA HIDALGA;-16,382583;D;Arafo;;;;;;1,274;;1,394;;1,294;;;1,404;;SANTA CRUZ DE TENERIFE;dm;REPSOL VOLCÁN DE ARAFO;P;0;0;8326;5694;38;5;Tenerife;2
9338;38589;CARRETERA GENERAL DEL SUR KM. 62;L: 06:00-22:00;28,157083;CISNERA;-16,509667;D;Arico;;;;;;1,299;;;;1,334;;;1,439;;SANTA CRUZ DE TENERIFE;dm;CEPSA LA CISNERA;P;0;0;7696;5695;38;5;Tenerife;2
9339;38589;CARRETERA TF-822 KM. 50;"L-V: 06:00-22:00; S-D: 07:00-20:00";28,182528;ARICO NUEVO;-16,480028;N;Arico;;;;;;1,269;;1,394;;1,339;;;1,444;;SANTA CRUZ DE TENERIFE;dm;DISA ARICO;P;0;0;7828;5695;38;5;Tenerife;2
9340;38588;AUTOVIA TF-1 KM. 39;L-D: 24H;28,169083;PORÍS DE ABONA;-16,433278;I;Arico;;;;;;1,269;;1,394;;1,329;;;1,444;;SANTA CRUZ DE TENERIFE;dm;REPSOL PORÍS DE ABONA;P;0;0;11731;5695;38;5;Tenerife;2
9341;38260;CARRETERA TF-1 KM. 44,2;L-D: 24H;28,130972;ARICO;-16,463528;I;Arico;;;;;;1,294;;1,414;;1,339;;;1,444;;SANTA CRUZ DE TENERIFE;dm;CEPSA ABADES;P;0;0;7703;5695;38;5;Tenerife;2
9342;38260;AUTOPISTA AUTOPISTA TENERIFE SUR KM. 44,2;L-D: 24H;28,130806;ARICO;-16,464806;D;Arico;;;;;;1,269;;;;1,329;;;1,397;;SANTA CRUZ DE TENERIFE;dm;PCAN ABADES;P;0;0;7726;5695;38;5;Tenerife;2
9343;38640;CRTRA. VALLE SAN LORENZO - LAS GALLETAS km 11,1;L-D: 24H;28,011861;ARONA;-16,662639;D;Arona;;;;;;1,209;;1,309;;1,219;;;1,319;;SANTA CRUZ DE TENERIFE;dm;TGAS LAS GALLETAS;P;0;0;8280;5696;38;5;Tenerife;2
9344;38640;CARRETERA GRAL TF-51(ARONA-VILAFLOR KM. 4;"L-S: 07:00-21:00; D: 07:00-14:00";28,099389;ARONA;-16,682056;N;Arona;;;;;;1,209;;1,319;;1,269;;;1,379;;SANTA CRUZ DE TENERIFE;dm;TGAS ARONA;P;0;0;7780;5696;38;5;Tenerife;2
9345;38640;CARRETERA TF-28 KM. 92;L-D: 07:00-23:00;28,075694;ARONA;-16,687861;D;Arona;;;;;;1,314;;1,449;;1,349;;;1,479;;SANTA CRUZ DE TENERIFE;OM;CEPSA ARONA;P;0;0;10951;5696;38;5;Tenerife;2
9346;38649;CARRETERA CARRETERA GENERAL GUAZA LOS CRISTIANOS KM. 1;L-D: 24H;28,061333;ARONA;-16,692139;D;Arona;;;;;;1,274;;1,409;;1,309;;;1,424;;SANTA CRUZ DE TENERIFE;dm;CEPSA LLANO AZUL;P;0;0;9483;5696;38;5;Tenerife;2
9347;38627;CARRETERA CTRA. GENERAL VALLE SAN LORENZO KM. 98,86;"L-S: 07:00-22:00; D: 07:00-14:00";28,078194;LA CAMELLA;-16,680889;N;Arona;;;;;;1,289;;1,389;;1,329;;;1,414;;SANTA CRUZ DE TENERIFE;dm;DISA LA CAMELLA;P;0;0;9947;5696;38;5;Tenerife;2
9348;38626;CARRETERA CARRETERA  GENERAL KM. 136;L-D: 06:00-22:00;28,091167;VALLE DE SAN LORENZO;-16,659333;D;Arona;;;;;;1,314;;1,449;;1,349;;;1,479;;SANTA CRUZ DE TENERIFE;OM;CEPSA VALLE DE SAN LORENZO;P;0;0;7640;5696;38;5;Tenerife;2
9349;38626;CARRETERA GENERAL VALLE SAN LORENZO-GUAZA,380 KM. 380;L-D: 24H;28,06075;CABO BLANCO;-16,667333;D;Arona;;;;;;1,278;;1,398;;1,309;;;1,438;;SANTA CRUZ DE TENERIFE;dm;BP CABO BLANCO;P;0;0;9920;5696;38;5;Tenerife;2
9350;38650;CALLE BULEVAR CHAJOFE, 2;L-D: 24H;28,053583;LOS CRISTIANOS;-16,714611;N;Arona;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP LOS CRISTIANOS;P;0;0;7766;5696;38;5;Tenerife;2
9351;38660;CALLE AVENIDA DE LOS PUEBLOS, 6;L-D: 24H;28,066361;PLAYA DE LAS AMÉRICAS ;-16,724083;N;Arona;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP PLAYA LAS AMERICAS;P;0;0;7787;5696;38;5;Tenerife;2
9352;38630;CARRERA GENERAL LAS GALLETAS Nº2 KM4, 2;L-D: 24H;28,013889;COSTA DEL SILENCIO;-16,652528;N;Arona;;;;;;1,204;;1,344;;1,219;;;1,339;;SANTA CRUZ DE TENERIFE;dm;CEPSA COSTA DEL SILENCIO;P;0;0;10543;5696;38;5;Tenerife;2
9353;38627;AUTOPISTA AUTOPISTA DEL SUR, PF 70,5 MARG. IZQ. KM. 70,5;L-D: 24H;28,0585;ARONA;-16,690917;I;Arona;;;;;;1,279;;1,404;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;REPSOL AUTOVÍA LOS CRISTIANOS;P;0;0;8772;5696;38;5;Tenerife;2
9354;38627;AUTOPISTA TF-1 km 65,5;L-D: 06:00-22:00;28,052556;ARONA;-16,645528;I;Arona;;;;;;1,254;;1,379;;1,284;;;1,414;;SANTA CRUZ DE TENERIFE;OM;SHELL ARONA;P;0;0;10127;5696;38;5;Tenerife;2
9355;38627;CARRETERA CTRA GRAL GUAZA TF-66 KM. 79;L-D: 24H;28,045667;ARONA;-16,678833;N;Arona;;;;;;1,278;;1,392;;1,299;;;1,432;;SANTA CRUZ DE TENERIFE;dm;BP GUAZA;P;0;0;8743;5696;38;5;Tenerife;2
9356;38627;CARRETERA DE LAS GALLETAS KM. 91;"L-S: 06:00-21:30; D: 07:00-13:00";28,033611;ARONA;-16,645361;D;Arona;;;;;;1,279;;1,399;;1,289;;;1,439;;SANTA CRUZ DE TENERIFE;dm;BP TEN BEL;P;0;0;10057;5696;38;5;Tenerife;2
9357;38627;CARRETERA GRAL TF-66(GUAZA-GALLE KM. 2;L-D: 06:00-22:00;28,018417;ARONA;-16,67325;D;Arona;;;;;;1,265;;;;1,299;;;1,424;;SANTA CRUZ DE TENERIFE;OM;REPSOL LAS GALLETAS;P;0;0;12370;5696;38;5;Tenerife;2
9358;38726;AVENIDA PRINCIPAL, 1;"L-S: 07:00-21:00; D: 15:00-20:00";28,831583;BARLOVENTO;-17,803194;N;Barlovento;;;;;;1,399;;1,436;;1,399;;;1,479;;SANTA CRUZ DE TENERIFE;dm;SHELL BARLOVENTO;P;0;0;8744;5697;38;5;La Palma;5
9359;38710;CALLE TREINTA DE MAYO, 3;"L-S: 07:00-22:00; D: 08:00-14:00";28,665667;SAN PEDRO DE BREÑA ALTA;-17,787028;N;Breña Alta;;;;;;1,411;;;;1,521;;;1,616;;SANTA CRUZ DE TENERIFE;dm;DISA BREÑA ALTA;P;0;0;7838;5698;38;5;La Palma;5
9360;38710;CARRETERA GENERAL LA GRAMA, KM 3.8 (CARRETERA VARIANTE TF-812 km 3,8);L-D: 06:30-22:00;28,661556;BREÑA;-17,77125;D;Breña Alta;;;;;;1,411;;1,456;;1,521;;;1,616;;SANTA CRUZ DE TENERIFE;dm;SHELL LA GRAMA;P;0;0;8745;5698;38;5;La Palma;5
9361;38712;C-832, MI, PK km 1.2;"L-S: 06:30-22:00; D: 07:00-22:00";28,671111;BREÑA ALTA;-17,769889;I;Breña Alta;;;;;;1,399;;;;1,399;;;1,479;;SANTA CRUZ DE TENERIFE;dm;CEPSA BAJAMAR;P;0;0;10138;5698;38;5;La Palma;5
9362;38480;AVENIDA JUAN MENDEZ EL VIEJO, S/N;"L-S: 06:00-23:00; D: 07:00-10:00";28,369889;BUENAVISTA DEL NORTE;-16,84825;N;Buenavista del Norte;;;;;;1,254;;;;1,279;;;1,344;;SANTA CRUZ DE TENERIFE;dm;DISA BUENAVISTA;P;0;0;7888;5700;38;5;Tenerife;2
9363;38530;CALLE LAS BICHAS, S/N;L-D: 06:00-22:00;28,356833;CANDELARIA;-16,371944;N;Candelaria;;;;;0,81;1,293;;1,408;;1,308;;;1,433;;SANTA CRUZ DE TENERIFE;OM;DISA CANDELARIA;P;0;0;7834;5701;38;5;Tenerife;2
9364;38530;AVENIDA AVDA. MARITIMA, 198;"L-S: 06:00-23:00; D: 08:00-22:00";28,382361;LAS CALETILLAS;-16,361917;N;Candelaria;;;;;;1,279;;1,364;;1,31;;;1,409;;SANTA CRUZ DE TENERIFE;OM;DISA LAS CALETILLAS;P;0;0;12523;5701;38;5;Tenerife;2
9365;38530;CR ACCESO A CALETILLAS, 14.1;L-D: 06:00-23:00;28,382306;LAS CALETILLAS;-16,361667;N;Candelaria;;;;;;1,239;;1,279;;1,27;;;1,324;;SANTA CRUZ DE TENERIFE;dm;TGAS LAS CALETILLAS;P;0;0;7786;5701;38;5;Tenerife;2
9366;38510;CARRETERA TF-28 GENERAL DEL SUR KM. 9,9;"L-V: 06:00-22:00; S: 07:00-22:30";28,399472;BARRANCO HONDO;-16,350889;I;Candelaria;;;;;;1,229;;;;1,279;;;1,389;;SANTA CRUZ DE TENERIFE;dm;PCAN BARRANCO HONDO;P;0;0;7719;5701;38;5;Tenerife;2
9367;38570;CARRETERA LOS ROQUES KM. 6,5;"L-S: 06:00-22:00; D: 07:00-14:00";28,236417;FASNIA;-16,439583;D;Fasnia;;;;;;1,269;;;;1,329;;;1,459;;SANTA CRUZ DE TENERIFE;dm;DISA FASNIA;P;0;0;7835;5702;38;5;Tenerife;2
9368;38570;AUTOVIA TF-1 KM. 36,5;L-D: 06:00-22:00;28,222694;FASNIA;-16,414139;I;Fasnia;;;;;;1,269;;1,394;;1,329;;;1,459;;SANTA CRUZ DE TENERIFE;OM;REPSOL FASNIA;P;0;0;7718;5702;38;5;Tenerife;2
9369;38570;AUTOVIA TF-1 KM. 34;L-D: 06:00-22:00;28,2135;FASNIA;-16,423306;D;Fasnia;;;;;;1,294;;1,414;;1,329;;;1,454;;SANTA CRUZ DE TENERIFE;OM;CEPSA FASNIA;P;0;0;10950;5702;38;5;Tenerife;2
9370;38914;TRAVESÍA DEL PINAR, 29;"L-S: 07:30-15:00 y 16:30-20:00; D: 07:30-14:30";27,705333;EL PINAR;-17,979361;D;Frontera;;;;;;1,621;;1,723;;1,611;;;1,73;;SANTA CRUZ DE TENERIFE;OM;DISA EL PINAR;P;0;0;7830;5703;38;5;El Hierro;7
9371;38911;CALLE CRTRA GRAL TIGADAY, S/N;L-D: 06:00-22:00;27,751944;FRONTERA;-18,011944;D;Frontera;;;;;;1,621;;1,723;;1,611;;;1,73;;SANTA CRUZ DE TENERIFE;OM;DISA FRONTERA;P;0;0;7844;5703;38;5;El Hierro;7
9372;38740;CARRETERA LP2 FUENCALIENTE KM. 24,6;L-D: 06:00-22:00;28,500917;FUENCALIENTE;-17,835222;I;Fuencaliente de la Palma;;;;;;1,378;;;;1,398;;;1,469;;SANTA CRUZ DE TENERIFE;OM;PCAN FUENCALIENTE;P;0;0;7746;5704;38;5;La Palma;5
9373;38450;CR ICOD-BUENAVISTA, KM. 8,9;L-D: 06:00-22:00;28,370083;GARACHICO;-16,7925;I;Garachico;;;;;;1,249;;;;1,269;;;1,319;;SANTA CRUZ DE TENERIFE;dm;CEPSA LA CALETA;P;0;0;7749;5705;38;5;Tenerife;2
9374;38787;CARRETERA LP1- CRUCE SAN ANTONIO DEL MONTE KM. S/N;L-D: 07:30-21:00;28,808194;GARAFÍA;-17,914528;I;Garafía;;;;;;1,417;;;;1,528;;;1,62;;SANTA CRUZ DE TENERIFE;dm;TGAS GARAFÍA;P;0;0;7732;5706;38;5;La Palma;5
9375;38616;CARRETERA TF 636 SAN ISIDRO - CHIMICHE KM. 4;L-D: 08:00-23:00;28,103528;GRANADILLA DE ABONA;-16,551361;D;Granadilla de Abona;;;;;;1,257;;;;1,295;;;1,395;;SANTA CRUZ DE TENERIFE;dm;PCAN EUROGUARAPO - CHIMICHE;P;0;0;7731;5707;38;5;Tenerife;2
9376;38600;CARRETERA GRANADILLA MEDANO KM. 2,25;L-D: 24H;28,104694;GRANADILLA DE ABONA;-16,578472;I;Granadilla de Abona;;;;;;1,299;;1,419;;1,324;;;1,429;;SANTA CRUZ DE TENERIFE;dm;CEPSA LOS LLANOS - GRANADILLA;P;0;0;7889;5707;38;5;Tenerife;2
9377;38600;SAN ISIDRO-EL MÉDANO km 9.6;L-D: 06:00-22:00;28,056222;GRANADILLA DE ABONA;-16,546417;D;Granadilla de Abona;;;;;;1,279;;1,339;;1,329;;;1,379;;SANTA CRUZ DE TENERIFE;dm;CEPSA EL MÉDANO;P;0;0;7616;5707;38;5;Tenerife;2
9378;38600;AVENIDA FUNDADOR GONZALO GONZALEZ, S/N;L-D: 06:00-23:00;28,11625;GRANADILLA DE ABONA;-16,576778;N;Granadilla de Abona;;;;;;1,307;;1,397;;1,327;;;1,407;;SANTA CRUZ DE TENERIFE;OM;DISA GRANADILLA;P;0;0;10307;5707;38;5;Tenerife;2
9379;38611;CARRETERA TF-1 KM. 54;L-D: 24H;28,072583;SAN ISIDRO;-16,535;I;Granadilla de Abona;;;;;;1,269;;1,394;;1,329;;;1,444;;SANTA CRUZ DE TENERIFE;dm;REPSOL GONGAM;P;0;0;7705;5707;38;5;Tenerife;2
9380;38611;CARRETERA TF-1 KM. 54;L-D: 06:00-00:00;28,073333;SAN ISIDRO;-16,534722;D;Granadilla de Abona;;;;;;1,269;;1,394;;1,329;;;1,444;;SANTA CRUZ DE TENERIFE;dm;REPSOL LA CHASNERA;P;0;0;7692;5707;38;5;Tenerife;2
9381;38611;AVENIDA SANTA CRUZ, SN;L-D: 24H;28,078278;SAN ISIDRO;-16,558056;D;Granadilla de Abona;;;;;;1,289;;1,389;;1,329;;;1,414;;SANTA CRUZ DE TENERIFE;dm;DISA SAN ISIDRO;P;0;0;9490;5707;38;5;Tenerife;2
9382;38612;CARRETERA TF64 GRANADILLA - EL MEDANO KM. 7,7;L-D: 24H;28,068889;EL MÉDANO;-16,55325;I;Granadilla de Abona;;;;;;1,259;;1,374;;1,304;;;1,386;;SANTA CRUZ DE TENERIFE;dm;TGAS EL MÉDANO;P;0;0;7721;5707;38;5;Tenerife;2
9383;38610;ACCESO ACCESO AEROPUERTO TENERIFE SUR, 1;L-D: 24H;28,05;AEROPUERTO REINA SOFÍA ;-16,574639;N;Granadilla de Abona;;;;;;1,293;;1,402;;1,323;;;1,447;;SANTA CRUZ DE TENERIFE;OM;DISA AEROPUERTO TFS;P;0;0;7626;5707;38;5;Tenerife;2
9384;38610;CARRETERA ATOGO KM. 0,5;L-D: 24H;28,061056;AEROPUERTO REINA SOFÍA ;-16,576167;D;Granadilla de Abona;;;;;;1,278;;1,392;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;BP AEROPUERTO REINA SOFÍA;P;0;0;11690;5707;38;5;Tenerife;2
9385;38440;CARRETERA TF-5 SANTA CRUZ - ICOD KM. 49;L-D: 24H;28,38975;LA GUANCHA;-16,665028;D;La Guancha;;;;;;1,247;;1,307;;1,267;;;1,317;;SANTA CRUZ DE TENERIFE;dm;TGAS SANTA CATALINA;P;0;0;7724;5708;38;5;Tenerife;2
9386;38440;AVENIDA HIPOLITO SINFORIANO,8, 8;"L-V: 05:00-21:00; S: 06:00-21:00; D: 07:00-14:00";28,374111;LA GUANCHA;-16,650639;N;La Guancha;;;;;;1,237;;;;1,267;;;1,379;;SANTA CRUZ DE TENERIFE;dm;PCAN LA GUANCHA;P;0;0;7747;5708;38;5;Tenerife;2
9387;38437;AVENIDA OCHO DE AGOSTO, 37;"L-V: 07:00-20:00; S: 08:00-20:00; D: 08:00-14:00";28,390222;SANTO DOMINGO;-16,672167;I;La Guancha;;;;;;1,223;;;;1,259;;;;;SANTA CRUZ DE TENERIFE;dm;DISA SANTO DOMINGO;P;0;0;11566;5708;38;5;Tenerife;2
9388;38680;AVENIDA AV ISORA, 86;"L-S: 06:00-22:00; D: 07:00-17:00";28,212417;GUÍA DE ISORA;-16,782028;N;Guía de Isora;;;;;;1,278;;1,398;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;SHELL GUÍA DE ISORA;P;0;0;9176;5709;38;5;Tenerife;2
9389;38680;AVENIDA LA GAVIOTA, 1;L-D: 06:00-22:00;28,226778;GUÍA DE ISORA;-16,839111;I;Guía de Isora;;;;;;1,279;;1,479;;1,294;;;1,409;;SANTA CRUZ DE TENERIFE;dm;CEPSA VARADERO;P;0;0;13972;5709;38;5;Tenerife;2
9390;38680;CARRETERA GENERAL TF-82 KM. 96;"L-S: 06:00-22:00; D: 08:00-17:00";28,225139;GUÍA DE ISORA;-16,788028;D;Guía de Isora;;;;;;1,278;;1,398;;1,298;;;1,432;;SANTA CRUZ DE TENERIFE;dm;DISA CHÍO;P;0;0;8977;5709;38;5;Tenerife;2
9391;38689;PASEO LA LIBERTAD, 49;L-D: 06:00-22:00;28,244583;CHÍO;-16,799389;D;Guía de Isora;;;;;;1,219;;;;1,276;;;1,369;;SANTA CRUZ DE TENERIFE;dm;CEPSA CHÍO;P;0;0;10206;5709;38;5;Tenerife;2
9392;38685;TEJINA DE GUIA. GUIA DE ISORA (CTRA. GRAL KM 120-300);L-D: 24H;28,174778;GUÍA DE ISORA;-16,766611;N;Guía de Isora;;;;;;1,269;;1,395;;1,354;;;1,525;;SANTA CRUZ DE TENERIFE;dm;SHELL TEJINA DE GUÍA;P;0;0;10345;5709;38;5;Tenerife;2
9393;38687;CARRETERA CARRETERA GENERAL TF-623 KM. 13;L-D: 06:00-22:00;28,193861;PLAYA DE SAN JUAN;-16,82225;N;Guía de Isora;;;;;;1,297;;1,413;;1,317;;;1,43;;SANTA CRUZ DE TENERIFE;OM;DISA PLAYA SAN JUAN;P;0;0;7849;5709;38;5;Tenerife;2
9394;38686;CARRETERA TF47 ARMEÑIME-PUERTO SANTIAGO KM. 15;L-D: 24H;28,205056;ALCALÁ;-16,829889;I;Guía de Isora;;;;;;1,27;;;;1,291;;;1,406;;SANTA CRUZ DE TENERIFE;dm;PCAN ALCALÁ;P;0;0;7722;5709;38;5;Tenerife;2
9395;38500;CARRETERA TF-61 KM. 2,800;L-D: 24H;28,306389;GÜÍMAR;-16,386056;D;Güímar;;;;;;1,304;;;;1,324;;;1,439;;SANTA CRUZ DE TENERIFE;dm;DISA PUERTITO;P;0;0;7752;5710;38;5;Tenerife;2
9396;38500;AVENIDA SANTA CRUZ, 53;"L-M: 06:00-22:00; X: 05:30-19:30; J-S: 06:00-22:00; D: 07:00-21:00";28,319056;GÜÍMAR;-16,407972;N;Güímar;;;;;;1,304;;1,409;;1,324;;;1,439;;SANTA CRUZ DE TENERIFE;OM;DISA GÜIMAR;P;0;0;7881;5710;38;5;Tenerife;2
9397;38500;POLIGONO INDUSTRIAL VALLE DE GÜIMAR MZ. 13, PC. 10, S/N;"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-21:00";28,325194;GÜÍMAR;-16,374833;N;Güímar;;;;;;1,239;;1,179;;1,239;1,177;;1,299;;SANTA CRUZ DE TENERIFE;dm;OCÉANO GÜIMAR;P;0;0;12479;5710;38;5;Tenerife;2
9398;38500;CALLE RIGOBERTO DIAZ MELERO, S/N;L-D: 06:00-22:00;28,313;GÜÍMAR;-16,410972;I;Güímar;;;;;;1,304;;1,409;;1,324;;;1,439;;SANTA CRUZ DE TENERIFE;dm;SHELL GÜIMAR;P;0;0;8749;5710;38;5;Tenerife;2
9399;38500;AVENIDA OBISPO PEREZ CACERES, 45;"L-S: 06:00-22:00; D: 06:00-14:00";28,313028;GÜÍMAR;-16,411944;I;Güímar;;;;;;1,309;;;;1,329;;;1,439;;SANTA CRUZ DE TENERIFE;dm;CEPSA GÜIMAR;P;0;0;7621;5710;38;5;Tenerife;2
9400;38591;AVENIDA AXAENTEMIR, S/N;"L-S: 07:00-21:00; D: 08:00-14:00";28,26425;EL ESCOBONAL;-16,426417;N;Güímar;;;;;;1,269;;;;1,329;;;1,459;;SANTA CRUZ DE TENERIFE;dm;DISA EL ESCOBONAL;P;0;0;7858;5710;38;5;Tenerife;2
9401;38820;CARRETERA TF 711 KM. 22;L-D: 06:00-22:00;28,172306;HERMIGUA;-17,188667;N;Hermigua;;;;;;1,516;;1,618;;1,516;;;1,636;;SANTA CRUZ DE TENERIFE;OM;DISA HERMIGUA;P;0;0;7947;5711;38;5;La Gomera;6
9402;38430;CALLE FRANCISCO MIRANDA, 1;L-D: 06:00-22:00;28,368528;ICOD DE LOS VINOS;-16,719694;N;Icod de los Vinos;;;;;;1,254;;1,309;;1,279;;;1,344;;SANTA CRUZ DE TENERIFE;OM;SHELL ICOD DE LOS VINOS;P;0;0;8760;5712;38;5;Tenerife;2
9403;38430;AVENIDA PRINCIPES DE ESPAÑA, 40;L-D: 24H;28,37225;ICOD DE LOS VINOS;-16,710194;N;Icod de los Vinos;;;;;;1,254;;1,309;;1,279;;;1,344;;SANTA CRUZ DE TENERIFE;OM;DISA ICOD DE LOS VINOS;P;0;0;7866;5712;38;5;Tenerife;2
9404;38430;CARRETERA GENERAL C-820 KM. 52,7;"L-V: 05:30-21:30; S-D: 06:00-22:00";28,379222;ICOD DE LOS VINOS;-16,694056;N;Icod de los Vinos;;;;;;1,234;;1,294;;1,259;;;1,314;;SANTA CRUZ DE TENERIFE;dm;CEPSA ICOD DE LOS VINOS;P;0;0;10201;5712;38;5;Tenerife;2
9405;38430;CARRETERA TF-82 KM. 53,6;L-D: 06:00-22:00;28,378972;ICOD DE LOS VINOS;-16,700722;I;Icod de los Vinos;;;;;;1,234;;1,294;;1,259;;;1,329;;SANTA CRUZ DE TENERIFE;OM;CEPSA ICOD;P;0;0;12298;5712;38;5;Tenerife;2
9406;38430;CAMINO LA PITERA, 10;L-D: 24H;28,379667;ICOD DE LOS VINOS;-16,696194;I;Icod de los Vinos;;;;;;1,139;;;;1,169;;;;;SANTA CRUZ DE TENERIFE;dm;RED DE COMBUSTIBLES CANARIOS;P;0;0;15846;5712;38;5;Tenerife;2
9407;38760;AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 1;L-S: 07:00-14:00;28,658861;LOS LLANOS DE ARIDANE;-17,916417;N;Los Llanos de Aridane;;;;;;1,411;;1,456;;1,521;;;1,616;;SANTA CRUZ DE TENERIFE;dm;DISA LOS LLANOS;P;0;0;7885;5713;38;5;La Palma;5
9408;38760;AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 62;"L-S: 06:00-22:00; D: 07:00-22:00";28,656333;LOS LLANOS DE ARIDANE;-17,907694;N;Los Llanos de Aridane;;;;;;1,411;;1,456;;1,521;;;1,616;;SANTA CRUZ DE TENERIFE;dm;SHELL LOS LLANOS;P;0;0;8750;5713;38;5;La Palma;5
9409;38760;AVENIDA CARLOS FRANCISCO LORENZO NAVARRO, 40;"L-S: 06:30-22:00; D: 06:30-14:00";28,657167;LOS LLANOS DE ARIDANE;-17,913222;N;Los Llanos de Aridane;;;;;;1,426;;;;1,528;;;1,623;;SANTA CRUZ DE TENERIFE;dm;BP LLANOS;P;0;0;7950;5713;38;5;La Palma;5
9410;38370;AUTOVIA TF-5 km 25;L-D: 24H;28,449528;LA MATANZA DE ACENTEJO ;-16,460472;I;La Matanza de Acentejo;;;;;0,81;1,278;;1,398;;1,308;;;1,438;;SANTA CRUZ DE TENERIFE;dm;DISA EL BOHÍO;P;0;0;9635;5714;38;5;Tenerife;2
9411;38370;CARRETERA GENERAL DEL NORTE C-820 KM. 24,000;L-D: 06:00-22:00;28,456639;LA MATANZA DE ACENTEJO ;-16,450556;N;La Matanza de Acentejo;;;;;;1,314;;1,424;;1,323;;;1,437;;SANTA CRUZ DE TENERIFE;OM;DISA LA MATANZA;P;0;0;7854;5714;38;5;Tenerife;2
9412;38370;CR  GENERAL DEL NORTE, 272;"L-S: 06:00-22:00; D: 07:00-21:00";28,439472;GUÍA;-16,462361;D;La Matanza de Acentejo;;;;;;1,314;;;;1,323;;;1,437;;SANTA CRUZ DE TENERIFE;dm;SHELL ACENTEJO;P;0;0;7767;5714;38;5;Tenerife;2
9413;38300;URBANITZACION CARMENATY, 14;"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-14:00";28,397833;LA OROTAVA ;-16,523083;D;La Orotava;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP EL RAMAL;P;0;0;7768;5715;38;5;Tenerife;2
9414;38300;PLAZA LA PAZ, S/N;L-D: 24H;28,394361;LA OROTAVA ;-16,519861;N;La Orotava;;;;;;1,259;;1,379;;1,279;;;1,369;;SANTA CRUZ DE TENERIFE;dm;DISA EL CALVARIO;P;0;0;7856;5715;38;5;Tenerife;2
9415;38300;CARRETERA C 820 KM 35.5 MARGUEN I KM. 35,5;"L-V: 06:00-22:00; S: 07:00-22:00; D: 08:00-14:00";28,398333;LA OROTAVA ;-16,522333;I;La Orotava;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;dm;DISA EL RAMAL;P;0;0;9741;5715;38;5;Tenerife;2
9416;38300;CARRETERA LAS CAÑADAS KM. 5;L-D: 06:00-00:00;28,38825;LA OROTAVA ;-16,515194;D;La Orotava;;;;;;1,259;;1,379;;1,279;;;1,369;;SANTA CRUZ DE TENERIFE;dm;CEPSA LA CAÑADA;P;0;0;7790;5715;38;5;Tenerife;2
9417;38300;CARRETERA TF-21 AGUAMANSA KM.;L-D: 06:00-22:00;28,377028;LA OROTAVA ;-16,509972;I;La Orotava;;;;;;1,255;;;;1,275;;;1,365;;SANTA CRUZ DE TENERIFE;dm;REPSOL BARROSO;P;0;0;7677;5715;38;5;Tenerife;2
9418;38312;CARRETERA INSULAR TF 333 KM. 0,300;L-D: 06:00-22:00;28,394056;SAN JERÓNIMO;-16,550917;D;La Orotava;;;;;;1,279;;1,389;;1,299;;;1,429;;SANTA CRUZ DE TENERIFE;OM;BP EL TROMPO;P;0;0;12381;5715;38;5;Tenerife;2
9419;38312;CALLE ALBAÑILERIA, S/N;L-D: 24H;28,3945;LAS ARENAS;-16,54125;D;La Orotava;;;;;;1,167;;;;1,197;;;;;SANTA CRUZ DE TENERIFE;dm;PLENOIL LA OROTAVA I;P;0;0;15901;5715;38;5;Tenerife;2
